crop_type	state	city	season	month	year	Modal_price
Sugarcane	Karnataka	Bangalore	Kharif	4	2023	170.19
Sugarcane	Karnataka	Bangalore	Kharif	5	2023	39.62
Sugarcane	Karnataka	Bangalore	Kharif	6	2023	56.95
Sugarcane	Karnataka	Bangalore	Kharif	7	2023	118.39
Sugarcane	Karnataka	Bangalore	Kharif	8	2023	314.79
Sugarcane	Karnataka	Bangalore	Kharif	9	2023	148.82
Sugarcane	Karnataka	Bangalore	Kharif	10	2023	118.51
Sugarcane	Karnataka	Bangalore	Kharif	11	2023	112.7
Sugarcane	Karnataka	Bangalore	Kharif	12	2023	141.25
Sugarcane	Karnataka	Bangalore	Kharif	1	2024	153.41
Sugarcane	Karnataka	Bangalore	Kharif	2	2024	161.18
Sugarcane	Karnataka	Bangalore	Kharif	3	2024	122.91
Sugarcane	Karnataka	Bangalore	Kharif	4	2024	168.94
Sugarcane	Karnataka	Bangalore	Kharif	5	2024	72.58
Sugarcane	Karnataka	Bangalore	Kharif	6	2024	100.27
Sugarcane	Karnataka	Bangalore	Kharif	7	2024	204.72
Sugarcane	Karnataka	Bangalore	Kharif	8	2024	28.52
Sugarcane	Karnataka	Bangalore	Kharif	9	2024	7.64
Sugarcane	Karnataka	Bangalore	Kharif	10	2024	113.96
Sugarcane	Karnataka	Bangalore	Kharif	11	2024	100.96
Sugarcane	Karnataka	Bangalore	Kharif	12	2024	204.47
Sugarcane	Karnataka	Bangalore	Rabi	1	2023	66.87
Sugarcane	Karnataka	Bangalore	Rabi	2	2023	96.26
Sugarcane	Karnataka	Bangalore	Rabi	3	2023	132.69
Sugarcane	Karnataka	Bangalore	Rabi	4	2023	72.49
Sugarcane	Karnataka	Bangalore	Rabi	5	2023	115.6
Sugarcane	Karnataka	Bangalore	Rabi	6	2023	118.62
Sugarcane	Karnataka	Bangalore	Rabi	7	2023	167.2
Sugarcane	Karnataka	Bangalore	Rabi	8	2023	177.46
Sugarcane	Karnataka	Bangalore	Rabi	9	2023	133.72
Sugarcane	Karnataka	Bangalore	Rabi	10	2023	13.92
Sugarcane	Karnataka	Bangalore	Rabi	11	2023	19.56
Sugarcane	Karnataka	Bangalore	Rabi	12	2023	134.5
Sugarcane	Karnataka	Bangalore	Rabi	1	2024	41.68
Sugarcane	Karnataka	Bangalore	Rabi	2	2024	106.07
Sugarcane	Karnataka	Bangalore	Rabi	3	2024	26.56
Sugarcane	Karnataka	Bangalore	Rabi	4	2024	32.29
Sugarcane	Karnataka	Bangalore	Rabi	5	2024	87.77
Sugarcane	Karnataka	Bangalore	Rabi	6	2024	294.67
Sugarcane	Karnataka	Bangalore	Rabi	7	2024	146.02
Sugarcane	Karnataka	Bangalore	Rabi	8	2024	220.47
Sugarcane	Karnataka	Bangalore	Rabi	9	2024	55.09
Sugarcane	Karnataka	Bangalore	Rabi	10	2024	173.25
Sugarcane	Karnataka	Bangalore	Rabi	11	2024	240.39
Sugarcane	Karnataka	Bangalore	Rabi	12	2024	276.96
Sugarcane	Karnataka	Bangalore	Zaid	1	2023	17.18
Sugarcane	Karnataka	Bangalore	Zaid	2	2023	33.23
Sugarcane	Karnataka	Bangalore	Zaid	3	2023	174.1
Sugarcane	Karnataka	Bangalore	Zaid	4	2023	23.86
Sugarcane	Karnataka	Bangalore	Zaid	5	2023	133.99
Sugarcane	Karnataka	Bangalore	Zaid	6	2023	43.03
Sugarcane	Karnataka	Bangalore	Zaid	7	2023	202.85
Sugarcane	Karnataka	Bangalore	Zaid	8	2023	179.57
Sugarcane	Karnataka	Bangalore	Zaid	9	2023	78.71
Sugarcane	Karnataka	Bangalore	Zaid	10	2023	331.44
Sugarcane	Karnataka	Bangalore	Zaid	11	2023	10.56
Sugarcane	Karnataka	Bangalore	Zaid	12	2023	118.65
Sugarcane	Karnataka	Bangalore	Zaid	1	2024	36.39
Sugarcane	Karnataka	Bangalore	Zaid	2	2024	207.42
Sugarcane	Karnataka	Bangalore	Zaid	3	2024	9.24
Sugarcane	Karnataka	Bangalore	Zaid	4	2024	97.62
Sugarcane	Karnataka	Bangalore	Zaid	5	2024	132.7
Sugarcane	Karnataka	Bangalore	Zaid	6	2024	48.37
Sugarcane	Karnataka	Bangalore	Zaid	7	2024	53.21
Sugarcane	Karnataka	Bangalore	Zaid	8	2024	106.55
Sugarcane	Karnataka	Bangalore	Zaid	9	2024	106.34
Sugarcane	Karnataka	Bangalore	Zaid	10	2024	75.35
Sugarcane	Karnataka	Bangalore	Zaid	11	2024	8.7
Sugarcane	Karnataka	Bangalore	Zaid	12	2024	21.57
Sugarcane	Karnataka	Bangalore	Post-Monsoon	1	2023	77.25
Sugarcane	Karnataka	Bangalore	Post-Monsoon	2	2023	232.35
Sugarcane	Karnataka	Bangalore	Post-Monsoon	3	2023	84.46
Sugarcane	Karnataka	Bangalore	Post-Monsoon	4	2023	16.39
Sugarcane	Karnataka	Bangalore	Post-Monsoon	5	2023	9.14
Sugarcane	Karnataka	Bangalore	Post-Monsoon	6	2023	175.54
Sugarcane	Karnataka	Bangalore	Post-Monsoon	7	2023	157.94
Sugarcane	Karnataka	Bangalore	Post-Monsoon	8	2023	184.22
Sugarcane	Karnataka	Bangalore	Post-Monsoon	9	2023	322.32
Sugarcane	Karnataka	Bangalore	Post-Monsoon	10	2023	98.85
Sugarcane	Karnataka	Bangalore	Post-Monsoon	11	2023	121.48
Sugarcane	Karnataka	Bangalore	Post-Monsoon	12	2023	163.89
Sugarcane	Karnataka	Bangalore	Post-Monsoon	1	2024	123.26
Sugarcane	Karnataka	Bangalore	Post-Monsoon	2	2024	192.17
Sugarcane	Karnataka	Bangalore	Post-Monsoon	3	2024	132.95
Sugarcane	Karnataka	Bangalore	Post-Monsoon	4	2024	19.71
Sugarcane	Karnataka	Bangalore	Post-Monsoon	5	2024	130.98
Sugarcane	Karnataka	Bangalore	Post-Monsoon	6	2024	75.35
Sugarcane	Karnataka	Bangalore	Post-Monsoon	7	2024	39.2
Sugarcane	Karnataka	Bangalore	Post-Monsoon	9	2024	141.99
Sugarcane	Karnataka	Bangalore	Post-Monsoon	10	2024	87.26
Sugarcane	Karnataka	Bangalore	Post-Monsoon	11	2024	82.34
Sugarcane	Karnataka	Bangalore	Post-Monsoon	12	2024	131.66
Pulses	Karnataka	Bangalore	Kharif	1	2023	296.77
Pulses	Karnataka	Bangalore	Kharif	2	2023	10.09
Pulses	Karnataka	Bangalore	Kharif	3	2023	127.39
Pulses	Karnataka	Bangalore	Kharif	4	2023	331.27
Pulses	Karnataka	Bangalore	Kharif	5	2023	109.25
Pulses	Karnataka	Bangalore	Kharif	6	2023	21.88
Pulses	Karnataka	Bangalore	Kharif	7	2023	127.8
Pulses	Karnataka	Bangalore	Kharif	8	2023	64.14
Pulses	Karnataka	Bangalore	Kharif	9	2023	327.38
Pulses	Karnataka	Bangalore	Kharif	10	2023	16.84
Pulses	Karnataka	Bangalore	Kharif	11	2023	19.16
Pulses	Karnataka	Bangalore	Kharif	12	2023	200.56
Pulses	Karnataka	Bangalore	Kharif	1	2024	241.98
Pulses	Karnataka	Bangalore	Kharif	2	2024	3.84
Pulses	Karnataka	Bangalore	Kharif	3	2024	87.68
Pulses	Karnataka	Bangalore	Kharif	4	2024	198.11
Pulses	Karnataka	Bangalore	Kharif	5	2024	110.29
Pulses	Karnataka	Bangalore	Kharif	6	2024	81.37
Pulses	Karnataka	Bangalore	Kharif	7	2024	9.39
Pulses	Karnataka	Bangalore	Kharif	8	2024	32.17
Pulses	Karnataka	Bangalore	Kharif	9	2024	37.86
Pulses	Karnataka	Bangalore	Kharif	10	2024	289.77
Pulses	Karnataka	Bangalore	Kharif	11	2024	242.26
Pulses	Karnataka	Bangalore	Kharif	12	2024	153.87
Pulses	Karnataka	Bangalore	Rabi	1	2023	145.31
Pulses	Karnataka	Bangalore	Rabi	2	2023	65.73
Pulses	Karnataka	Bangalore	Rabi	3	2023	238
Pulses	Karnataka	Bangalore	Rabi	4	2023	44.5
Pulses	Karnataka	Bangalore	Rabi	5	2023	180.58
Pulses	Karnataka	Bangalore	Rabi	6	2023	21.35
Pulses	Karnataka	Bangalore	Rabi	7	2023	149.43
Pulses	Karnataka	Bangalore	Rabi	8	2023	141.54
Pulses	Karnataka	Bangalore	Rabi	9	2023	64.24
Pulses	Karnataka	Bangalore	Rabi	10	2023	267.19
Pulses	Karnataka	Bangalore	Rabi	11	2023	232.13
Pulses	Karnataka	Bangalore	Rabi	12	2023	157.52
Pulses	Karnataka	Bangalore	Rabi	1	2024	247.55
Pulses	Karnataka	Bangalore	Rabi	2	2024	70.02
Pulses	Karnataka	Bangalore	Rabi	3	2024	161.9
Pulses	Karnataka	Bangalore	Rabi	4	2024	206.97
Pulses	Karnataka	Bangalore	Rabi	5	2024	49.99
Pulses	Karnataka	Bangalore	Rabi	6	2024	223.74
Pulses	Karnataka	Bangalore	Rabi	7	2024	96.89
Pulses	Karnataka	Bangalore	Rabi	8	2024	161.49
Pulses	Karnataka	Bangalore	Rabi	9	2024	113.03
Pulses	Karnataka	Bangalore	Rabi	10	2024	38
Pulses	Karnataka	Bangalore	Rabi	11	2024	170.92
Pulses	Karnataka	Bangalore	Rabi	12	2024	77.07
Pulses	Karnataka	Bangalore	Zaid	1	2023	230.74
Pulses	Karnataka	Bangalore	Zaid	2	2023	70.07
Pulses	Karnataka	Bangalore	Zaid	3	2023	36.5
Pulses	Karnataka	Bangalore	Zaid	4	2023	68.85
Pulses	Karnataka	Bangalore	Zaid	5	2023	148.29
Pulses	Karnataka	Bangalore	Zaid	6	2023	157.82
Pulses	Karnataka	Bangalore	Zaid	7	2023	165.49
Pulses	Karnataka	Bangalore	Zaid	8	2023	178.64
Pulses	Karnataka	Bangalore	Zaid	9	2023	262.85
Pulses	Karnataka	Bangalore	Zaid	10	2023	64.87
Pulses	Karnataka	Bangalore	Zaid	11	2023	0.1
Pulses	Karnataka	Bangalore	Zaid	12	2023	174.09
Pulses	Karnataka	Bangalore	Zaid	1	2024	138.78
Pulses	Karnataka	Bangalore	Zaid	2	2024	330.5
Pulses	Karnataka	Bangalore	Zaid	3	2024	47.57
Pulses	Karnataka	Bangalore	Zaid	4	2024	73.71
Pulses	Karnataka	Bangalore	Zaid	5	2024	0.15
Pulses	Karnataka	Bangalore	Zaid	6	2024	202.64
Pulses	Karnataka	Bangalore	Zaid	7	2024	142.22
Pulses	Karnataka	Bangalore	Zaid	8	2024	157.53
Pulses	Karnataka	Bangalore	Zaid	9	2024	142.33
Pulses	Karnataka	Bangalore	Zaid	10	2024	167.69
Pulses	Karnataka	Bangalore	Zaid	11	2024	100.76
Pulses	Karnataka	Bangalore	Zaid	12	2024	66.67
Pulses	Karnataka	Bangalore	Post-Monsoon	1	2023	43.26
Pulses	Karnataka	Bangalore	Post-Monsoon	2	2023	57.43
Pulses	Karnataka	Bangalore	Post-Monsoon	3	2023	260.48
Pulses	Karnataka	Bangalore	Post-Monsoon	4	2023	1.64
Pulses	Karnataka	Bangalore	Post-Monsoon	5	2023	287.07
Pulses	Karnataka	Bangalore	Post-Monsoon	6	2023	183.56
Pulses	Karnataka	Bangalore	Post-Monsoon	7	2023	47.07
Pulses	Karnataka	Bangalore	Post-Monsoon	8	2023	244.34
Pulses	Karnataka	Bangalore	Post-Monsoon	9	2023	148.79
Pulses	Karnataka	Bangalore	Post-Monsoon	10	2023	136.32
Pulses	Karnataka	Bangalore	Post-Monsoon	11	2023	142.52
Pulses	Karnataka	Bangalore	Post-Monsoon	12	2023	36.13
Pulses	Karnataka	Bangalore	Post-Monsoon	1	2024	39.94
Pulses	Karnataka	Bangalore	Post-Monsoon	2	2024	120.35
Pulses	Karnataka	Bangalore	Post-Monsoon	3	2024	92.58
Pulses	Karnataka	Bangalore	Post-Monsoon	4	2024	78.19
Pulses	Karnataka	Bangalore	Post-Monsoon	5	2024	30.43
Pulses	Karnataka	Bangalore	Post-Monsoon	6	2024	317.28
Pulses	Karnataka	Bangalore	Post-Monsoon	7	2024	26
Pulses	Karnataka	Bangalore	Post-Monsoon	8	2024	19.16
Pulses	Karnataka	Bangalore	Post-Monsoon	9	2024	86.57
Pulses	Karnataka	Bangalore	Post-Monsoon	10	2024	146.96
Pulses	Karnataka	Bangalore	Post-Monsoon	11	2024	104.26
Pulses	Karnataka	Bangalore	Post-Monsoon	12	2024	93.82
Millets	Karnataka	Bangalore	Kharif	1	2023	31.62
Millets	Karnataka	Bangalore	Kharif	2	2023	31.8
Millets	Karnataka	Bangalore	Kharif	3	2023	203.63
Millets	Karnataka	Bangalore	Kharif	4	2023	125.13
Millets	Karnataka	Bangalore	Kharif	5	2023	18.1
Millets	Karnataka	Bangalore	Kharif	6	2023	43.34
Millets	Karnataka	Bangalore	Kharif	7	2023	169.75
Millets	Karnataka	Bangalore	Kharif	8	2023	70.88
Millets	Karnataka	Bangalore	Kharif	9	2023	275.4
Millets	Karnataka	Bangalore	Kharif	10	2023	62.11
Millets	Karnataka	Bangalore	Kharif	11	2023	162.43
Millets	Karnataka	Bangalore	Kharif	12	2023	10.58
Millets	Karnataka	Bangalore	Kharif	1	2024	165.29
Millets	Karnataka	Bangalore	Kharif	2	2024	160.53
Millets	Karnataka	Bangalore	Kharif	3	2024	53.76
Millets	Karnataka	Bangalore	Kharif	4	2024	7.04
Millets	Karnataka	Bangalore	Kharif	5	2024	284.24
Millets	Karnataka	Bangalore	Kharif	6	2024	33.82
Millets	Karnataka	Bangalore	Kharif	7	2024	325.32
Millets	Karnataka	Bangalore	Kharif	8	2024	28.12
Millets	Karnataka	Bangalore	Kharif	9	2024	36.71
Millets	Karnataka	Bangalore	Kharif	10	2024	20.79
Millets	Karnataka	Bangalore	Kharif	11	2024	118.41
Millets	Karnataka	Bangalore	Kharif	12	2024	87.23
Millets	Karnataka	Bangalore	Rabi	1	2023	99.71
Millets	Karnataka	Bangalore	Rabi	2	2023	153.07
Millets	Karnataka	Bangalore	Rabi	3	2023	39.04
Millets	Karnataka	Bangalore	Rabi	4	2023	119.46
Millets	Karnataka	Bangalore	Rabi	5	2023	102.56
Millets	Karnataka	Bangalore	Rabi	6	2023	92.38
Millets	Karnataka	Bangalore	Rabi	7	2023	144.08
Millets	Karnataka	Bangalore	Rabi	8	2023	179.16
Millets	Karnataka	Bangalore	Rabi	9	2023	117.09
Millets	Karnataka	Bangalore	Rabi	10	2023	223.54
Millets	Karnataka	Bangalore	Rabi	11	2023	45.07
Millets	Karnataka	Bangalore	Rabi	12	2023	194.27
Millets	Karnataka	Bangalore	Rabi	1	2024	221.96
Millets	Karnataka	Bangalore	Rabi	2	2024	55.8
Millets	Karnataka	Bangalore	Rabi	3	2024	51.2
Millets	Karnataka	Bangalore	Rabi	4	2024	7.33
Millets	Karnataka	Bangalore	Rabi	5	2024	4.43
Millets	Karnataka	Bangalore	Rabi	6	2024	192.1
Millets	Karnataka	Bangalore	Rabi	7	2024	113.32
Millets	Karnataka	Bangalore	Rabi	9	2024	50.09
Millets	Karnataka	Bangalore	Rabi	10	2024	2.59
Millets	Karnataka	Bangalore	Rabi	11	2024	248.98
Millets	Karnataka	Bangalore	Rabi	12	2024	244.22
Millets	Karnataka	Bangalore	Zaid	1	2023	163.12
Millets	Karnataka	Bangalore	Zaid	2	2023	38.06
Millets	Karnataka	Bangalore	Zaid	3	2023	87.81
Millets	Karnataka	Bangalore	Zaid	4	2023	140.68
Millets	Karnataka	Bangalore	Zaid	5	2023	43.37
Millets	Karnataka	Bangalore	Zaid	6	2023	197.37
Millets	Karnataka	Bangalore	Zaid	7	2023	66.39
Millets	Karnataka	Bangalore	Zaid	8	2023	142.31
Millets	Karnataka	Bangalore	Zaid	9	2023	180.37
Millets	Karnataka	Bangalore	Zaid	10	2023	246.53
Millets	Karnataka	Bangalore	Zaid	11	2023	243.22
Millets	Karnataka	Bangalore	Zaid	12	2023	173.25
Millets	Karnataka	Bangalore	Zaid	1	2024	4.25
Millets	Karnataka	Bangalore	Zaid	2	2024	128.23
Millets	Karnataka	Bangalore	Zaid	3	2024	31.54
Millets	Karnataka	Bangalore	Zaid	4	2024	75.33
Millets	Karnataka	Bangalore	Zaid	5	2024	187.37
Millets	Karnataka	Bangalore	Zaid	6	2024	50.56
Millets	Karnataka	Bangalore	Zaid	7	2024	200.43
Millets	Karnataka	Bangalore	Zaid	8	2024	25.19
Millets	Karnataka	Bangalore	Zaid	9	2024	199.24
Millets	Karnataka	Bangalore	Zaid	10	2024	13.98
Millets	Karnataka	Bangalore	Zaid	11	2024	191.91
Millets	Karnataka	Bangalore	Zaid	12	2024	7.4
Millets	Karnataka	Bangalore	Post-Monsoon	1	2023	126.16
Millets	Karnataka	Bangalore	Post-Monsoon	2	2023	124.82
Millets	Karnataka	Bangalore	Post-Monsoon	3	2023	203.1
Millets	Karnataka	Bangalore	Post-Monsoon	4	2023	158.76
Millets	Karnataka	Bangalore	Post-Monsoon	5	2023	11.56
Millets	Karnataka	Bangalore	Post-Monsoon	6	2023	235.41
Millets	Karnataka	Bangalore	Post-Monsoon	7	2023	204.54
Millets	Karnataka	Bangalore	Post-Monsoon	8	2023	186.8
Millets	Karnataka	Bangalore	Post-Monsoon	9	2023	162.86
Millets	Karnataka	Bangalore	Post-Monsoon	10	2023	127.34
Millets	Karnataka	Bangalore	Post-Monsoon	11	2023	70.32
Millets	Karnataka	Bangalore	Post-Monsoon	12	2023	22.39
Millets	Karnataka	Bangalore	Post-Monsoon	1	2024	17.43
Millets	Karnataka	Bangalore	Post-Monsoon	2	2024	102.74
Millets	Karnataka	Bangalore	Post-Monsoon	3	2024	238.19
Millets	Karnataka	Bangalore	Post-Monsoon	4	2024	202.9
Millets	Karnataka	Bangalore	Post-Monsoon	5	2024	342.59
Millets	Karnataka	Bangalore	Post-Monsoon	6	2024	137.14
Millets	Karnataka	Bangalore	Post-Monsoon	7	2024	263.97
Millets	Karnataka	Bangalore	Post-Monsoon	8	2024	235.06
Millets	Karnataka	Bangalore	Post-Monsoon	9	2024	176.42
Millets	Karnataka	Bangalore	Post-Monsoon	10	2024	19.59
Millets	Karnataka	Bangalore	Post-Monsoon	11	2024	135.3
Millets	Karnataka	Bangalore	Post-Monsoon	12	2024	102.52
Barley	Karnataka	Bangalore	Kharif	1	2023	4.95
Barley	Karnataka	Bangalore	Kharif	2	2023	34.6
Barley	Karnataka	Bangalore	Kharif	3	2023	16.04
Barley	Karnataka	Bangalore	Kharif	4	2023	86.09
Barley	Karnataka	Bangalore	Kharif	5	2023	90.24
Barley	Karnataka	Bangalore	Kharif	6	2023	20
Barley	Karnataka	Bangalore	Kharif	7	2023	175.13
Barley	Karnataka	Bangalore	Kharif	8	2023	121.94
Barley	Karnataka	Bangalore	Kharif	9	2023	39.68
Barley	Karnataka	Bangalore	Kharif	10	2023	108.15
Barley	Karnataka	Bangalore	Kharif	11	2023	12.64
Barley	Karnataka	Bangalore	Kharif	12	2023	9.93
Barley	Karnataka	Bangalore	Kharif	1	2024	87.93
Barley	Karnataka	Bangalore	Kharif	2	2024	180.38
Barley	Karnataka	Bangalore	Kharif	3	2024	135.02
Barley	Karnataka	Bangalore	Kharif	4	2024	54.6
Barley	Karnataka	Bangalore	Kharif	5	2024	208.9
Barley	Karnataka	Bangalore	Kharif	6	2024	185.76
Barley	Karnataka	Bangalore	Kharif	7	2024	33.65
Barley	Karnataka	Bangalore	Kharif	8	2024	140.39
Barley	Karnataka	Bangalore	Kharif	9	2024	206.62
Barley	Karnataka	Bangalore	Kharif	10	2024	219.1
Barley	Karnataka	Bangalore	Kharif	11	2024	161.33
Barley	Karnataka	Bangalore	Kharif	12	2024	31.96
Barley	Karnataka	Bangalore	Rabi	1	2023	58.04
Barley	Karnataka	Bangalore	Rabi	2	2023	229.53
Barley	Karnataka	Bangalore	Rabi	3	2023	148.86
Barley	Karnataka	Bangalore	Rabi	4	2023	26.43
Barley	Karnataka	Bangalore	Rabi	5	2023	60.55
Barley	Karnataka	Bangalore	Rabi	6	2023	4.01
Barley	Karnataka	Bangalore	Rabi	7	2023	99.09
Barley	Karnataka	Bangalore	Rabi	8	2023	190.18
Barley	Karnataka	Bangalore	Rabi	9	2023	33.58
Barley	Karnataka	Bangalore	Rabi	10	2023	69.81
Barley	Karnataka	Bangalore	Rabi	11	2023	30.01
Barley	Karnataka	Bangalore	Rabi	12	2023	232.91
Barley	Karnataka	Bangalore	Rabi	1	2024	63.38
Barley	Karnataka	Bangalore	Rabi	2	2024	61.06
Barley	Karnataka	Bangalore	Rabi	3	2024	6.4
Barley	Karnataka	Bangalore	Rabi	4	2024	5.69
Barley	Karnataka	Bangalore	Rabi	5	2024	19.29
Barley	Karnataka	Bangalore	Rabi	6	2024	1.4
Barley	Karnataka	Bangalore	Rabi	7	2024	56.11
Barley	Karnataka	Bangalore	Rabi	8	2024	142.03
Barley	Karnataka	Bangalore	Rabi	9	2024	58.97
Barley	Karnataka	Bangalore	Rabi	10	2024	122.29
Barley	Karnataka	Bangalore	Rabi	11	2024	28.37
Barley	Karnataka	Bangalore	Rabi	12	2024	67.55
Barley	Karnataka	Bangalore	Zaid	1	2023	73.21
Barley	Karnataka	Bangalore	Zaid	2	2023	221.11
Barley	Karnataka	Bangalore	Zaid	3	2023	291.45
Barley	Karnataka	Bangalore	Zaid	4	2023	94.67
Barley	Karnataka	Bangalore	Zaid	5	2023	16.46
Barley	Karnataka	Bangalore	Zaid	6	2023	102.19
Barley	Karnataka	Bangalore	Zaid	7	2023	48.05
Barley	Karnataka	Bangalore	Zaid	8	2023	122.04
Barley	Karnataka	Bangalore	Zaid	9	2023	1.59
Barley	Karnataka	Bangalore	Zaid	10	2023	77.05
Barley	Karnataka	Bangalore	Zaid	11	2023	73.28
Barley	Karnataka	Bangalore	Zaid	12	2023	61.72
Barley	Karnataka	Bangalore	Zaid	1	2024	31.98
Barley	Karnataka	Bangalore	Zaid	2	2024	33.15
Barley	Karnataka	Bangalore	Zaid	3	2024	55.07
Barley	Karnataka	Bangalore	Zaid	4	2024	109.27
Barley	Karnataka	Bangalore	Zaid	5	2024	46.15
Barley	Karnataka	Bangalore	Zaid	6	2024	62.42
Barley	Karnataka	Bangalore	Zaid	7	2024	128.5
Barley	Karnataka	Bangalore	Zaid	8	2024	319.47
Barley	Karnataka	Bangalore	Zaid	9	2024	108.37
Barley	Karnataka	Bangalore	Zaid	10	2024	101.81
Barley	Karnataka	Bangalore	Zaid	11	2024	123.27
Barley	Karnataka	Bangalore	Zaid	12	2024	111.28
Barley	Karnataka	Bangalore	Post-Monsoon	1	2023	168.72
Barley	Karnataka	Bangalore	Post-Monsoon	2	2023	75.25
Barley	Karnataka	Bangalore	Post-Monsoon	3	2023	32.31
Barley	Karnataka	Bangalore	Post-Monsoon	4	2023	58.02
Barley	Karnataka	Bangalore	Post-Monsoon	5	2023	213.3
Barley	Karnataka	Bangalore	Post-Monsoon	6	2023	235.03
Barley	Karnataka	Bangalore	Post-Monsoon	7	2023	48.72
Barley	Karnataka	Bangalore	Post-Monsoon	8	2023	90.81
Barley	Karnataka	Bangalore	Post-Monsoon	9	2023	41.32
Barley	Karnataka	Bangalore	Post-Monsoon	10	2023	44.02
Barley	Karnataka	Bangalore	Post-Monsoon	11	2023	77
Barley	Karnataka	Bangalore	Post-Monsoon	12	2023	130.71
Barley	Karnataka	Bangalore	Post-Monsoon	1	2024	93.97
Barley	Karnataka	Bangalore	Post-Monsoon	2	2024	34.3
Barley	Karnataka	Bangalore	Post-Monsoon	3	2024	234.45
Barley	Karnataka	Bangalore	Post-Monsoon	4	2024	102.97
Barley	Karnataka	Bangalore	Post-Monsoon	5	2024	175.36
Barley	Karnataka	Bangalore	Post-Monsoon	6	2024	64.04
Barley	Karnataka	Bangalore	Post-Monsoon	7	2024	157.19
Barley	Karnataka	Bangalore	Post-Monsoon	8	2024	125.77
Barley	Karnataka	Bangalore	Post-Monsoon	9	2024	221.41
Barley	Karnataka	Bangalore	Post-Monsoon	10	2024	110.9
Barley	Karnataka	Bangalore	Post-Monsoon	11	2024	152.02
Barley	Karnataka	Bangalore	Post-Monsoon	12	2024	150.08
Groundnut	Karnataka	Bangalore	Kharif	1	2023	192.6
Groundnut	Karnataka	Bangalore	Kharif	2	2023	81.01
Groundnut	Karnataka	Bangalore	Kharif	3	2023	183.06
Groundnut	Karnataka	Bangalore	Kharif	4	2023	88.05
Groundnut	Karnataka	Bangalore	Kharif	5	2023	111.63
Groundnut	Karnataka	Bangalore	Kharif	6	2023	184.1
Groundnut	Karnataka	Bangalore	Kharif	7	2023	49.95
Groundnut	Karnataka	Bangalore	Kharif	8	2023	15.46
Groundnut	Karnataka	Bangalore	Kharif	9	2023	61.37
Groundnut	Karnataka	Bangalore	Kharif	10	2023	112.93
Groundnut	Karnataka	Bangalore	Kharif	11	2023	194.89
Groundnut	Karnataka	Bangalore	Kharif	12	2023	1.96
Groundnut	Karnataka	Bangalore	Kharif	1	2024	93.38
Groundnut	Karnataka	Bangalore	Kharif	2	2024	253.94
Groundnut	Karnataka	Bangalore	Kharif	3	2024	60.43
Groundnut	Karnataka	Bangalore	Kharif	4	2024	83.74
Groundnut	Karnataka	Bangalore	Kharif	5	2024	144.49
Groundnut	Karnataka	Bangalore	Kharif	6	2024	71.21
Groundnut	Karnataka	Bangalore	Kharif	7	2024	265.26
Groundnut	Karnataka	Bangalore	Kharif	8	2024	168.15
Groundnut	Karnataka	Bangalore	Kharif	9	2024	26.34
Groundnut	Karnataka	Bangalore	Kharif	10	2024	238.31
Groundnut	Karnataka	Bangalore	Kharif	11	2024	97.61
Groundnut	Karnataka	Bangalore	Kharif	12	2024	234.67
Groundnut	Karnataka	Bangalore	Rabi	1	2023	182.43
Groundnut	Karnataka	Bangalore	Rabi	2	2023	70.06
Groundnut	Karnataka	Bangalore	Rabi	3	2023	254.66
Groundnut	Karnataka	Bangalore	Rabi	4	2023	117.51
Groundnut	Karnataka	Bangalore	Rabi	5	2023	47.8
Groundnut	Karnataka	Bangalore	Rabi	6	2023	162.47
Groundnut	Karnataka	Bangalore	Rabi	7	2023	105.11
Groundnut	Karnataka	Bangalore	Rabi	8	2023	56.69
Groundnut	Karnataka	Bangalore	Rabi	9	2023	12.35
Groundnut	Karnataka	Bangalore	Rabi	10	2023	65.98
Groundnut	Karnataka	Bangalore	Rabi	11	2023	40.29
Groundnut	Karnataka	Bangalore	Rabi	12	2023	38.65
Groundnut	Karnataka	Bangalore	Rabi	1	2024	182.51
Groundnut	Karnataka	Bangalore	Rabi	2	2024	201.85
Groundnut	Karnataka	Bangalore	Rabi	3	2024	144.14
Groundnut	Karnataka	Bangalore	Rabi	4	2024	84.87
Groundnut	Karnataka	Bangalore	Rabi	5	2024	262.22
Groundnut	Karnataka	Bangalore	Rabi	6	2024	124.39
Groundnut	Karnataka	Bangalore	Rabi	7	2024	14.23
Groundnut	Karnataka	Bangalore	Rabi	8	2024	46.87
Groundnut	Karnataka	Bangalore	Rabi	9	2024	112.51
Groundnut	Karnataka	Bangalore	Rabi	10	2024	2.78
Groundnut	Karnataka	Bangalore	Rabi	11	2024	55.71
Groundnut	Karnataka	Bangalore	Rabi	12	2024	27.57
Groundnut	Karnataka	Bangalore	Zaid	1	2023	299.02
Groundnut	Karnataka	Bangalore	Zaid	2	2023	14.38
Groundnut	Karnataka	Bangalore	Zaid	3	2023	284.1
Groundnut	Karnataka	Bangalore	Zaid	4	2023	144.08
Groundnut	Karnataka	Bangalore	Zaid	5	2023	119.71
Groundnut	Karnataka	Bangalore	Zaid	6	2023	14.88
Groundnut	Karnataka	Bangalore	Zaid	7	2023	133.73
Groundnut	Karnataka	Bangalore	Zaid	8	2023	24.85
Groundnut	Karnataka	Bangalore	Zaid	9	2023	14.25
Groundnut	Karnataka	Bangalore	Zaid	10	2023	228.05
